Venue,Event_Name,Description,Start_Date,Start_Time,End_Date,End_Time,Link,City,Image,Privacy,Background
OCS Arts Center,Harry Potter Clay Camp,,2020-07-27, 00:00:00,2020-07-31, 00:00:00,http://louisville.eventful.com/events/harry-potter-clay-camp-/E0-001-133536994-0?utm_source=apis&utm_medium=apim&utm_campaign=apic,Crestwood,,1,1
Louisville Slugger Field,Rochester Red Wings at Louisville Bats,,2020-07-31, 19:00:00,,,http://louisville.eventful.com/events/rochester-red-wings-louisville-bats-/E0-001-131947702-7?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/040/641/524-7.png_/rochester-red-wings-24.png
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/040/641/524-7.png_/rochester-red-wings-24.png
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/040/641/524-7.png_/rochester-red-wings-24.png
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/040/641/524-7.png_/rochester-red-wings-24.png
128
128

",1,1
Louisville Slugger Field,Scranton Wilkes Barre RailRiders at Louisville Bats,,2020-07-30, 19:00:00,,,http://louisville.eventful.com/events/scranton-wilkes-barre-railriders-louisville-b-/E0-001-131947699-4?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/040/641/637-0.jpeg_/louisville-bats-37.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/040/641/637-0.jpeg_/louisville-bats-37.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/040/641/637-0.jpeg_/louisville-bats-37.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/040/641/637-0.jpeg_/louisville-bats-37.jpeg
128
128

",1,1
Louisville Slugger Field,Scranton Wilkes Barre RailRiders at Louisville Bats,,2020-07-28, 19:00:00,,,http://louisville.eventful.com/events/scranton-wilkes-barre-railriders-louisville-b-/E0-001-131947693-0?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/040/641/637-0.jpeg_/louisville-bats-37.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/040/641/637-0.jpeg_/louisville-bats-37.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/040/641/637-0.jpeg_/louisville-bats-37.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/040/641/637-0.jpeg_/louisville-bats-37.jpeg
128
128

",1,1
Louisville Slugger Field,Scranton Wilkes Barre RailRiders at Louisville Bats,,2020-07-29, 12:00:00,,,http://louisville.eventful.com/events/scranton-wilkes-barre-railriders-louisville-b-/E0-001-131947696-7?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/040/641/637-0.jpeg_/louisville-bats-37.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/040/641/637-0.jpeg_/louisville-bats-37.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/040/641/637-0.jpeg_/louisville-bats-37.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/040/641/637-0.jpeg_/louisville-bats-37.jpeg
128
128

",1,1
Horseshoe Southern Indiana,The Price Is Right - Live Stage Show,,2020-07-25, 19:00:00,,,http://eventful.com/elizabeth_in/events/price-right-live-stage-show-/E0-001-132714181-7?utm_source=apis&utm_medium=apim&utm_campaign=apic,Elizabeth,,1,1
Horseshoe Southern Indiana,The Price Is Right - Live Stage Show,,2020-07-24, 20:00:00,,,http://eventful.com/elizabeth_in/events/price-right-live-stage-show-/E0-001-132714182-6?utm_source=apis&utm_medium=apim&utm_campaign=apic,Elizabeth,,1,1
Verlocal,All Inclusive Craft Beer Experience," Come experience Louisville&#39;s ultimate craft beer tour and tasting expereince. We&#39;ll meet in the center of the city (4th and Liberty St, Down",2020-07-25, 18:00:00,,,http://louisville.eventful.com/events/all-inclusive-craft-beer-experience-/E0-001-134663584-9?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/713/752-7.jpeg_/all-inclusive-craft-beer-experience-52.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/713/752-7.jpeg_/all-inclusive-craft-beer-experience-52.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/713/752-7.jpeg_/all-inclusive-craft-beer-experience-52.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/713/752-7.jpeg_/all-inclusive-craft-beer-experience-52.jpeg
128
128

",1,1
"Learners Ink, LLC",ITIL\u00ae4 Foundation 2 Days Certification Training in Louisville," ITIL\u00ae4 Foundation 2 Days Certification Training in Louisville<br>Learners Ink, LLC one of the most trusted a globally recognized professional t",2020-07-31, 17:00:00,,,http://louisville.eventful.com/events/itilu00ae4-foundation-2-days-certification-tr-/E0-001-134665725-8?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/714/022-0.jpeg_/itilu00ae4-foundation-2-days-certification-trainin-22.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/714/022-0.jpeg_/itilu00ae4-foundation-2-days-certification-trainin-22.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/714/022-0.jpeg_/itilu00ae4-foundation-2-days-certification-trainin-22.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/714/022-0.jpeg_/itilu00ae4-foundation-2-days-certification-trainin-22.jpeg
128
128

",1,1
Certstaffix Training Louisville,"Salesforce.com: Administrator (Lightning) Class | Louisville, Kentucky", Salesforce.com: Administrator (Lightning)<br>This class is designed to teach students the foundation of Salesforce in the new Lightning Experie,2020-07-31, 17:00:00,,,http://louisville.eventful.com/events/salesforcecom-administrator-lightning-class-/E0-001-134663911-9?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/741/383-4.jpeg_/salesforcecom-administrator-lightning-class-louis-83.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/741/383-4.jpeg_/salesforcecom-administrator-lightning-class-louis-83.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/741/383-4.jpeg_/salesforcecom-administrator-lightning-class-louis-83.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/741/383-4.jpeg_/salesforcecom-administrator-lightning-class-louis-83.jpeg
128
128

",1,1
Louisville,3 FREE Steps to Attract Clients Consistently Online on Autopilot, 2020 Digital Marketing Machine! ONLINE seminar (Free Event) - April 4th @ 5 pm,2020-07-18, 21:00:00,,,http://louisville.eventful.com/events/3-free-steps-attract-clients-consistently-onl-/E0-001-134657881-8?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/740/679-1.jpeg_/3-free-steps-attract-clients-consistently-online-a-79.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/740/679-1.jpeg_/3-free-steps-attract-clients-consistently-online-a-79.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/740/679-1.jpeg_/3-free-steps-attract-clients-consistently-online-a-79.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/740/679-1.jpeg_/3-free-steps-attract-clients-consistently-online-a-79.jpeg
128
128

",1,1
Verlocal,Amazing Let\u2019s Roam Louisville Scavenger Hunt: Rounding The Bases!," Stop stressing about finding the perfect group activity for adults and sign up for a Louisville scavenger hunt today! On Rounding The Bases,",2020-07-25, 22:00:00,,,http://louisville.eventful.com/events/amazing-letu2019s-roam-louisville-scavenger-h-/E0-001-134520422-6?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/678/874-0.jpeg_/amazing-letu2019s-roam-louisville-scavenger-hunt-r-74.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/678/874-0.jpeg_/amazing-letu2019s-roam-louisville-scavenger-hunt-r-74.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/678/874-0.jpeg_/amazing-letu2019s-roam-louisville-scavenger-hunt-r-74.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/678/874-0.jpeg_/amazing-letu2019s-roam-louisville-scavenger-hunt-r-74.jpeg
128
128

",1,1
Zanzabar,Maggie Rose & Them Vibes,,2020-07-10, 21:00:00,,,http://louisville.eventful.com/events/maggie-rose-them-vibes-/E0-001-133646130-6?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/009/597/352-5.jpeg_/maggie-rose-52.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/009/597/352-5.jpeg_/maggie-rose-52.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/009/597/352-5.jpeg_/maggie-rose-52.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/009/597/352-5.jpeg_/maggie-rose-52.jpeg
128
128

",1,1
Odeon,The Other Favorites and Reina del Cid at Odeon," The Other Favorites is the long time duo project of Carson McKee and Josh Turner. Perhaps best known for their performances on YouTube, which have garnered millions of views. The Other Favorites are now based out of Brooklyn, NY. Together, Turner and McKee bring their shared influences of folk, bluegrass and classic rock into a modern framework; one distinguished by incisive songwriting, virtuosic guitar work and tight two-part harmony. Reina del Cid is a singer songwriter and leader of the eponymous folk rock band based in Los Angeles. Her song-a-week video series, Sunday Mornings with Reina del Cid, has amassed over 45 million views on YouTube and collected a diverse following made up of everyone from jamheads to college students to white-haired intelligentsia. In 2011 she began collaborating with Toni Lindgren, who is the lead guitarist on all three of Del Cids albums, as well as a frequent and much beloved guest on the Sunday Morning videos. The two have adapted their sometimes hard-hitting rock ballads and catchy pop riffs into a special acoustic duo set.<br> <br> 
",2020-07-23, 20:00:00,2020-07-23, 22:00:00,http://louisville.eventful.com/events/other-favorites-and-reina-del-cid-odeon-/E0-001-134225174-6?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1,1
The Maple Inn,Mark Conover," OPEN MIC NITE 8-12 9416 Taylorsville Rd Louisville, Ky",2020-07-02, 20:00:00,,,http://louisville.eventful.com/events/mark-conover-/E0-001-133352467-7@2020070220?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1,1
Louisville Slugger Field,Indianapolis Indians at Louisville Bats,,2020-07-02, 19:00:00,,,http://louisville.eventful.com/events/indianapolis-indians-louisville-bats-/E0-001-131947646-2?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/040/641/633-4.png_/indianapolis-indians-33.png
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/040/641/633-4.png_/indianapolis-indians-33.png
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/040/641/633-4.png_/indianapolis-indians-33.png
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/040/641/633-4.png_/indianapolis-indians-33.png
128
128

",1,1
Louisville Slugger Field,Louisville vs. Indianapolis, INT Baseball,2020-07-02, 19:00:00,,,http://louisville.eventful.com/events/louisville-vs-indianapolis-/E0-001-132865326-7?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1,1
Louisville Memorial Auditorium,Fanfare for the 4th—Musical Visions of America,"Louisville Chorus—Daniel Spurlock, Music Director

16th annual multimedia choral cinema presentation of the founding, expansion, and refinement of America

Enjoy this American historical retrospective and revel in the power of stirring patriotic songs and visuals!
Ruth Newman, Multimedia Specialist",2020-07-02, 19:00:00,,,http://louisville.eventful.com/events/fanfare-4thmusical-visions-america-/E0-001-130057669-0?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/044/880/119-8.jpeg_/fanfare-4thmusical-visions-america-19.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/044/880/119-8.jpeg_/fanfare-4thmusical-visions-america-19.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/044/880/119-8.jpeg_/fanfare-4thmusical-visions-america-19.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/044/880/119-8.jpeg_/fanfare-4thmusical-visions-america-19.jpeg
128
128

",1,1
Dr. Mark and Cindy Lynn Soccer Stadium,Pittsburgh Riverhounds at Louisville City FC,,2020-07-01, 19:00:00,,,http://louisville.eventful.com/events/pittsburgh-riverhounds-louisville-city-fc-/E0-001-133203838-6?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1,1
Louisville Slugger Field,Columbus Clippers at Louisville Bats,,2020-07-01, 19:00:00,,,http://louisville.eventful.com/events/columbus-clippers-louisville-bats-/E0-001-131947644-4?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/040/641/628-2.gif_/columbus-clippers-28.gif
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/040/641/628-2.gif_/columbus-clippers-28.gif
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/040/641/628-2.gif_/columbus-clippers-28.gif
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/040/641/628-2.gif_/columbus-clippers-28.gif
128
128

",1,1
"Louisville, Kentucky, United States","Online SAFe Product Manager/Product Owner with POPM Certification in Louisville/Jefferson County, KY\u2013IN", Description<br><br><br><br>SAFe\u00ae Product Owner/Product Manager<br>Delivering value through effective Program Increment execution with SAFe\u00ae Product Owner/,2020-07-01, 17:00:00,,,http://louisville.eventful.com/events/online-safe-product-managerproduct-owner-popm-/E0-001-134990158-5?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/709/889-3.png_/online-safe-product-managerproduct-owner-popm-cert-89.png
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/709/889-3.png_/online-safe-product-managerproduct-owner-popm-cert-89.png
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/709/889-3.png_/online-safe-product-managerproduct-owner-popm-cert-89.png
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/709/889-3.png_/online-safe-product-managerproduct-owner-popm-cert-89.png
128
128

",1,1
Lynn Family Stadium,Pittsburgh Riverhounds SC at Louisville City FC,,2020-07-01, 00:00:00,,,http://louisville.eventful.com/events/pittsburgh-riverhounds-sc-louisville-city-fc-/E0-001-133190693-8?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1,1
